global_key,year,publisher,unique_global_key,count
lics,2010,IEEE Computer Society,,
lics,2012,EasyChair,,
lics,2013,EasyChair,,
lics,2011,IEEE Computer Society,,
lics,2012,IEEE Computer Society,,
lics,2013,IEEE Computer Society,,
lics,2015,IEEE Computer Society,,
lics,2016,ACM,,
mfcs,2000,Springer,,
mfcs,2001,Springer,,
mfcs,2002,Springer,,
mfcs,2003,Springer,,
mfcs,2004,Springer,,
mfcs,2005,Springer,,
mfcs,2006,Springer,,
mfcs,2007,Springer,,
mfcs,2008,Springer,,
mfcs,2009,Springer,,
mfcs,2010,Springer,,
mfcs,2011,Springer,,
mfcs,2012,Springer,,
mfcs,2013,Springer,,
mfcs,2014,Springer,,
mfcs,2014,Springer,,
mfcs,2015,Springer,,
mfcs,2015,Springer,,
mfcs,2016,Schloss Dagstuhl - Leibniz-Zentrum fuer Informatik,,
mobicom,2000,ACM,,
mobicom,2001,ACM,,
mobicom,2002,ACM,,
mobicom,2002,ACM,,
mobicom,2003,ACM,,
mobicom,2004,ACM,,
mobicom,2004,ACM,,
mobicom,2004,ACM,,
mobicom,2005,ACM,,
mobicom,2005,ACM,,
mobicom,2006,ACM,,
mobicom,2006,ACM,,
mobicom,2006,ACM,,
mobicom,2006,ACM,,
mobicom,2007,ACM,,
mobicom,2007,ACM,,
mobicom,2007,ACM,,
mobicom,2007,ACM,,
mobicom,2007,ACM,,
mobicom,2007,ACM,,
mobicom,2008,ACM,,
mobicom,2008,ACM,,
mobicom,2008,ACM,,
mobicom,2008,ACM,,
mobicom,2008,ACM,,
mobicom,2008,ACM,,
mobicom,2008,ACM,,
mobicom,2009,ACM,,
mobicom,2009,ACM,,
mobicom,2009,ACM,,
mobicom,2009,ACM,,
mobicom,2010,ACM,,
mobicom,2010,ACM,,
mobicom,2010,ACM,,
mobicom,2010,ACM,,
mobicom,2011,ACM,,
mobicom,2011,ACM,,
mobicom,2011,ACM,,
mobicom,2011,ACM,,
mobicom,2012,ACM,,
mobicom,2012,ACM,,
mobicom,2013,ACM,,
mobicom,2013,ACM,,
mobicom,2013,ACM,,
mobicom,2013,ACM,,
mobicom,2013,ACM,,
mobicom,2013,ACM,,
mobicom,2014,ACM,,
mobicom,2014,ACM,,
mobicom,2014,ACM,,
mobicom,2014,ACM,,
mobicom,2014,ACM,,
mobicom,2014,ACM,,
mobicom,2014,ACM,,
mobicom,2015,ACM,,
mobicom,2015,ACM,,
mobicom,2015,ACM,,
mobicom,2015,ACM,,
mobicom,2015,ACM,,
mobicom,2015,ACM,,
mobicom,2015,ACM,,
mobicom,2015,ACM,,
mobicom,2015,ACM,,
mobicom,2016,ACM,,
mobicom,2016,ACM,,
mobicom,2016,ACM,,
mobicom,2016,ACM,,
mobicom,2016,ACM,,
msr,2005,ACM,,
msr,2006,ACM,,
msr,2007,IEEE Computer Society,,
msr,2008,ACM,,
msr,2009,IEEE Computer Society,,
msr,2010,IEEE Computer Society,,
msr,2011,ACM,,
msr,2012,IEEE Computer Society,,
msr,2013,IEEE Computer Society,,
msr,2014,ACM,,
msr,2015,IEEE,,
msr,2016,ACM,,
nsdi,2004,USENIX,,
nsdi,2005,USENIX,,
nsdi,2006,USENIX,,
nsdi,2007,USENIX,,
nsdi,2007,USENIX Association,,
nsdi,2007,USENIX Association,,
nsdi,2008,USENIX Association,,
nsdi,2008,USENIX Association,,
nsdi,2008,USENIX Association,,
nsdi,2008,USENIX Association,,
nsdi,2009,USENIX Association,,
nsdi,2010,USENIX Association,,
nsdi,2010,USENIX Association,,
nsdi,2011,USENIX Association,,
nsdi,2011,USENIX Association,,
nsdi,2012,USENIX Association,,
nsdi,2012,USENIX Association,,
nsdi,2013,USENIX Association,,
nsdi,2014,USENIX Association,,
nsdi,2015,USENIX Association,,
osdi,2000,USENIX Association,,
osdi,2002,USENIX Association,,
osdi,2004,USENIX Association,,
osdi,2004,USENIX Association,,
osdi,2006,USENIX Association,,
osdi,2006,USENIX Association,,
osdi,2008,USENIX Association,,
osdi,2008,USENIX Association,,
osdi,2008,USENIX Association,,
osdi,2008,USENIX Association,,
osdi,2008,USENIX Association,,
osdi,2010,USENIX Association,,
osdi,2010,USENIX Association,,
osdi,2010,USENIX Association,,
osdi,2012,USENIX Association,,
osdi,2012,USENIX Association,,
osdi,2012,USENIX Association,,
osdi,2014,USENIX Association,,
osdi,2014,USENIX Association,,
osdi,2014,USENIX Association,,
osdi,2016,USENIX Association,,
osdi,2016,USENIX Association,,
pldi,2000,ACM,,
pldi,2001,ACM,,
pldi,2002,ACM,,
pldi,2003,ACM,,
pldi,2004,ACM,,
pldi,2004,ACM,,
pldi,2005,ACM,,
pldi,2006,ACM,,
pldi,2006,ACM,,
pldi,2007,ACM,,
pldi,2007,ACM,,
pldi,2008,ACM,,
pldi,2008,ACM,,
pldi,2009,ACM,,
pldi,2009,ACM,,
pldi,2010,ACM,,
pldi,2010,ACM,,
pldi,2011,ACM,,
pldi,2011,ACM,,
pldi,2011,ACM,,
pldi,2012,ACM,,
pldi,2012,ACM,,
pldi,2012,ACM,,
pldi,2012,ACM,,
pldi,2013,ACM,,
pldi,2013,ACM,,
pldi,2013,ACM,,
pldi,2013,ACM,,
pldi,2013,ACM,,
pldi,2014,ACM,,
pldi,2014,ACM,,
pldi,2014,ACM,,
pldi,2014,ACM,,
pldi,2014,ACM,,
pldi,2014,ACM,,
pldi,2015,ACM,,
pldi,2015,ACM,,
pldi,2015,ACM,,
pldi,2015,ACM,,
pldi,2015,ACM,,
pldi,2016,ACM,,
pldi,2016,ACM,,
pldi,2016,ACM,,
podc,2000,ACM,,
podc,2001,ACM,,
podc,2002,ACM,,
podc,2003,ACM,,
podc,2004,ACM,,
podc,2005,ACM,,
podc,2006,ACM,,
podc,2007,ACM,,
podc,2008,ACM,,
podc,2009,ACM,,
podc,2010,ACM,,
podc,2010,ACM,,
podc,2011,ACM,,
podc,2012,ACM,,
podc,2013,ACM,,
podc,2014,ACM,,
podc,2014,Springer,,
podc,2015,ACM,,
podc,2015,Springer,,
podc,2016,ACM,,
pods,2000,ACM,,
pods,2001,ACM,,
pods,2002,ACM,,
pods,2003,ACM,,
pods,2004,ACM,,
pods,2005,ACM,,
pods,2006,ACM,,
pods,2007,ACM,,
pods,2008,ACM,,
pods,2009,ACM,,
pods,2010,ACM,,
pods,2011,ACM,,
pods,2012,ACM,,
pods,2013,ACM,,
pods,2014,ACM,,
pods,2015,ACM,,
pods,2016,ACM,,
popl,2000,ACM,,
popl,2001,ACM,,
popl,2002,ACM,,
popl,2003,ACM,,
popl,2004,ACM,,
popl,2005,ACM,,
popl,2005,ACM,,
popl,2006,ACM,,
popl,2007,ACM,,
popl,2007,ACM,,
popl,2008,ACM,,
popl,2009,ACM,,
popl,2009,ACM,,
popl,2010,ACM,,
popl,2010,ACM,,
popl,2011,ACM,,
popl,2011,ACM,,
popl,2012,ACM,,
popl,2012,ACM,,
popl,2013,ACM,,
popl,2013,ACM,,
popl,2013,ACM,,
popl,2014,ACM,,
popl,2014,ACM,,
popl,2015,ACM,,
popl,2015,ACM,,
popl,2016,ACM,,
recomb,2004,Springer,,
recomb,2004,ACM,,
recomb,2005,Springer,,
recomb,2005,Springer,,
recomb,2005,Springer,,
recomb,2005,Springer,,
recomb,2006,Springer,,
recomb,2006,Springer,,
recomb,2006,Springer,,
recomb,2007,Springer,,
recomb,2007,Springer,,
recomb,2007,Springer,,
recomb,2008,Springer,,
recomb,2008,Springer,,
recomb,2009,Springer,,
recomb,2009,Springer,,
recomb,2010,Springer,,
recomb,2010,Springer,,
recomb,2011,Springer,,
recomb,2012,Springer,,
recomb,2013,Springer,,
recomb,2014,Springer,,
recomb,2015,Springer,,
recomb,2016,Springer,,
ride,2000,IEEE Computer Society,,
ride,2001,IEEE Computer Society,,
ride,2002,IEEE Computer Society,,
ride,2003,IEEE Computer Society,,
ride,2004,IEEE Computer Society,,
ride,2005,IEEE Computer Society,,
scam,2001,IEEE Computer Society,,
scam,2002,IEEE Computer Society,,
scam,2003,IEEE Computer Society,,
scam,2004,IEEE Computer Society,,
scam,2005,IEEE Computer Society,,
scam,2006,IEEE Computer Society,,
scam,2007,IEEE Computer Society,,
scam,2008,IEEE Computer Society,,
scam,2009,IEEE Computer Society,,
scam,2010,IEEE Computer Society,,
scam,2011,IEEE Computer Society,,
scam,2012,IEEE Computer Society,,
scam,2013,IEEE Computer Society,,
scam,2014,IEEE Computer Society,,
scam,2015,IEEE Computer Society,,
sigcomm,2002,ACM,,
sigcomm,2003,ACM,,
sigcomm,2004,ACM,,
sigcomm,2005,ACM,,
sigcomm,2006,ACM,,
sigcomm,2006,ACM,,
sigcomm,2007,ACM,,
sigcomm,2008,ACM,,
sigcomm,2008,ACM,,
sigcomm,2008,ACM,,
sigcomm,2009,ACM,,
sigcomm,2009,ACM,,
sigcomm,2009,ACM,,
sigcomm,2009,ACM,,
sigcomm,2009,ACM,,
sigcomm,2009,ACM,,
sigcomm,2010,ACM,,
sigcomm,2010,ACM,,
sigcomm,2010,ACM,,
sigcomm,2010,ACM,,
sigcomm,2011,ACM,,
sigcomm,2012,ACM,,
sigcomm,2012,ACM,,
sigcomm,2013,ACM,,
sigcomm,2013,ACM,,
sigcomm,2013,ACM,,
sigcomm,2013,ACM,,
sigcomm,2013,ACM,,
sigcomm,2013,ACM,,
sigcomm,2014,ACM,,
sigcomm,2014,ACM,,
sigcomm,2014,ACM,,
sigcomm,2014,ACM,,
sigcomm,2014,ACM,,
sigcomm,2014,ACM,,
sigcomm,2015,ACM,,
sigcomm,2015,ACM,,
sigcomm,2015,ACM,,
sigcomm,2015,ACM,,
sigcomm,2016,ACM,,
sigir,2001,ACM,,
sigir,2002,Springer,,
sigir,2002,ACM,,
sigir,2003,ACM,,
sigir,2004,Springer,,
sigir,2004,ACM,,
sigir,2004,\N,,
sigir,2005,ACM,,
sigir,2006,ACM,,
sigir,2007,ACM,,
sigir,2007,CEUR-WS.org,,
sigir,2008,ACM,,
sigir,2008,ACM,,
sigir,2009,ACM,,
sigir,2010,ACM,,
sigir,2011,ACM,,
sigir,2012,ACM,,
sigir,2013,ACM,,
sigir,2014,ACM,,
sigir,2014,ACM,,
sigir,2014,CEUR-WS.org,,
sigir,2014,CEUR-WS.org,,
sigir,2014,CEUR-WS.org,,
sigir,2014,ACM,,
sigir,2015,ACM,,
sigir,2015,CEUR-WS.org,,
sigir,2015,CEUR-WS.org,,
sigir,2016,ACM,,
sigir,2016,CEUR-WS.org,,
sigir,2016,CEUR-WS.org,,
sigmetrics,2000,ACM,,
sigmetrics,2001,ACM,,
sigmetrics,2002,ACM,,
sigmetrics,2003,ACM,,
sigmetrics,2004,ACM,,
sigmetrics,2005,ACM,,
sigmetrics,2006,ACM,,
sigmetrics,2007,ACM,,
sigmetrics,2008,ACM,,
sigmetrics,2009,ACM,,
sigmetrics,2010,ACM,,
sigmetrics,2011,ACM,,
sigmetrics,2012,ACM,,
sigmetrics,2013,ACM,,
sigmetrics,2014,ACM,,
sigmetrics,2015,ACM,,
sigmetrics,2016,ACM,,
sigmod,2000,ACM,,
sigmod,2001,ACM,,
sigmod,2002,ACM,,
sigmod,2003,ACM,,
sigmod,2004,ACM,,
sigmod,2005,ACM,,
sigmod,2006,ACM,,
sigmod,2007,ACM,,
sigmod,2008,ACM,,
sigmod,2008,ACM,,
sigmod,2009,ACM,,
sigmod,2009,ACM,,
sigmod,2009,ACM,,
sigmod,2010,ACM,,
sigmod,2010,ACM,,
sigmod,2010,ACM,,
sigmod,2011,ACM,,
sigmod,2011,ACM,,
sigmod,2011,ACM,,
sigmod,2012,ACM,,
sigmod,2012,ACM,,
sigmod,2012,ACM,,
sigmod,2012,ACM,,
sigmod,2012,ACM,,
sigmod,2012,ACM,,
sigmod,2013,ACM,,
sigmod,2013,ACM,,
sigmod,2013,ACM,,
sigmod,2013,CWI/ACM,,
sigmod,2013,ACM,,
sigmod,2013,ACM,,
sigmod,2014,ACM,,
sigmod,2014,ACM,,
sigmod,2014,ACM,,
sigmod,2014,ACM,,
sigmod,2014,CWI/ACM,,
sigmod,2014,ACM,,
sigmod,2014,ACM,,
sigmod,2015,ACM,,
sigmod,2015,ACM,,
sigmod,2015,ACM,,
sigmod,2015,ACM,,
sigmod,2015,ACM,,
sigmod,2015,ACM,,
sigmod,2016,ACM,,
sigmod,2016,ACM,,
sigmod,2016,ACM,,
sigmod,2016,ACM,,
sigmod,2016,ACM,,
sigmod,2016,ACM,,
sigmod,2016,ACM,,
sigmod,2016,ACM,,
soda,2000,ACM/SIAM,,
soda,2001,ACM/SIAM,,
soda,2002,ACM/SIAM,,
soda,2003,ACM/SIAM,,
soda,2004,SIAM,,
soda,2005,SIAM,,
soda,2006,ACM Press,,
soda,2007,SIAM,,
soda,2008,SIAM,,
soda,2009,SIAM,,
soda,2010,SIAM,,
soda,2011,SIAM,,
soda,2012,SIAM,,
soda,2013,SIAM,,
soda,2014,SIAM,,
soda,2015,SIAM,,
soda,2016,SIAM,,
sosp,2001,ACM,,
sosp,2003,ACM,,
sosp,2005,ACM,,
sosp,2007,ACM,,
sosp,2009,ACM,,
sosp,2011,ACM,,
sosp,2013,ACM,,
sosp,2013,ACM,,
sosp,2013,ACM,,
sosp,2013,ACM,,
sosp,2013,ACM,,
sosp,2015,ACM,,
sosp,2015,ACM,,
sosp,2015,ACM,,
sosp,2015,ACM,,
sosp,2015,ACM,,
sp,2000,IEEE Computer Society,,
sp,2001,IEEE Computer Society,,
sp,2002,IEEE Computer Society,,
sp,2003,IEEE Computer Society,,
sp,2004,IEEE Computer Society,,
sp,2005,IEEE Computer Society,,
sp,2006,IEEE Computer Society,,
sp,2007,IEEE Computer Society,,
sp,2008,IEEE Computer Society,,
sp,2009,IEEE Computer Society,,
sp,2010,IEEE Computer Society,,
sp,2011,IEEE Computer Society,,
sp,2012,IEEE Computer Society,,
sp,2012,IEEE Computer Society,,
sp,2013,IEEE Computer Society,,
sp,2013,IEEE Computer Society,,
sp,2014,IEEE Computer Society,,
sp,2014,IEEE Computer Society,,
sp,2015,IEEE Computer Society,,
sp,2015,IEEE Computer Society,,
sp,2016,IEEE Computer Society,,
sp,2016,IEEE Computer Society,,
spaa,2003,ACM,,
spaa,2004,ACM,,
spaa,2005,ACM,,
spaa,2006,ACM,,
spaa,2007,ACM,,
spaa,2008,ACM,,
spaa,2009,ACM,,
spaa,2010,ACM,,
spaa,2011,ACM,,
spaa,2012,ACM,,
spaa,2013,ACM,,
spaa,2014,ACM,,
spaa,2015,ACM,,
spaa,2016,ACM,,
ssdbm,2000,IEEE Computer Society,,
ssdbm,2001,IEEE Computer Society,,
ssdbm,2002,IEEE Computer Society,,
ssdbm,2003,IEEE Computer Society,,
ssdbm,2004,IEEE Computer Society,,
ssdbm,2005,\N,,
ssdbm,2006,IEEE Computer Society,,
ssdbm,2007,IEEE Computer Society,,
ssdbm,2008,Springer,,
ssdbm,2009,Springer,,
ssdbm,2010,Springer,,
ssdbm,2011,Springer,,
ssdbm,2012,Springer,,
ssdbm,2013,ACM,,
ssdbm,2014,ACM,,
ssdbm,2015,ACM,,
ssdbm,2016,ACM,,
stacs,2000,Springer,,
stacs,2001,Springer,,
stacs,2002,Springer,,
stacs,2003,Springer,,
stacs,2004,Springer,,
stacs,2005,Springer,,
stacs,2006,Springer,,
stacs,2007,Springer,,
stacs,2008,"Schloss Dagstuhl - Leibniz-Zentrum fuer Informatik, Germany",,
stacs,2009,"Schloss Dagstuhl - Leibniz-Zentrum fuer Informatik, Germany",,
stacs,2010,Schloss Dagstuhl - Leibniz-Zentrum fuer Informatik,,
stacs,2011,Schloss Dagstuhl - Leibniz-Zentrum fuer Informatik,,
stacs,2012,Schloss Dagstuhl - Leibniz-Zentrum fuer Informatik,,
stacs,2013,Schloss Dagstuhl - Leibniz-Zentrum fuer Informatik,,
stacs,2014,Schloss Dagstuhl - Leibniz-Zentrum fuer Informatik,,
stacs,2015,Schloss Dagstuhl - Leibniz-Zentrum fuer Informatik,,
stacs,2016,Schloss Dagstuhl - Leibniz-Zentrum fuer Informatik,,
stoc,2000,ACM,,
stoc,2001,ACM,,
stoc,2002,ACM,,
stoc,2003,ACM,,
stoc,2004,ACM,,
stoc,2005,ACM,,
stoc,2006,ACM,,
stoc,2007,ACM,,
stoc,2008,ACM,,
stoc,2009,ACM,,
stoc,2010,ACM,,
stoc,2011,ACM,,
stoc,2012,ACM,,
stoc,2013,ACM,,
stoc,2014,ACM,,
stoc,2015,ACM,,
stoc,2016,ACM,,
swat,2000,Springer,,
swat,2002,Springer,,
swat,2004,Springer,,
swat,2006,Springer,,
swat,2008,Springer,,
swat,2010,Springer,,
swat,2012,Springer,,
swat,2014,Springer,,
swat,2016,Schloss Dagstuhl - Leibniz-Zentrum fuer Informatik,,
uist,2000,ACM,,
uist,2001,ACM,,
uist,2002,ACM,,
uist,2003,ACM,,
uist,2004,ACM,,
uist,2005,ACM,,
uist,2006,ACM,,
uist,2007,ACM,,
uist,2008,ACM,,
uist,2009,ACM,,
uist,2010,ACM,,
uist,2010,ACM,,
uist,2011,ACM,,
uist,2011,ACM,,
uist,2012,ACM,,
uist,2012,ACM,,
uist,2013,ACM,,
uist,2013,ACM,,
uist,2014,ACM,,
uist,2014,ACM,,
uist,2015,ACM,,
uist,2015,ACM,,
uist,2016,ACM,,
uist,2016,ACM,,
vldb,2000,Morgan Kaufmann,,
vldb,2001,Morgan Kaufmann,,
vldb,2002,Morgan Kaufmann,,
vldb,2003,CEUR-WS.org,,
vldb,2004,Morgan Kaufmann,,
vldb,2005,ACM,,
vldb,2006,ACM,,
vldb,2007,ACM,,
vldb,2009,VLDB Endowment,,
vldb,2010,\N,,
vldb,2011,\N,,
vldb,2012,\N,,
vldb,2012,ACM,,
vldb,2013,\N,,
vldb,2013,CEUR-WS.org,,
vldb,2013,ACM,,
vldb,2013,\N,,
vldb,2013,ACM,,
vldb,2014,\N,,
vldb,2014,Springer,,
vldb,2014,ACM,,
vldb,2014,\N,,
vldb,2015,Springer,,
vldb,2015,\N,,
vldb,2016,Springer,,
vldb,2015,ACM,,
vldb,2016,CEUR-WS.org,,
wads,2001,Springer,,
wads,2003,Springer,,
wads,2005,Springer,,
wads,2007,Springer,,
wads,2009,Springer,,
wads,2011,Springer,,
wads,2013,Springer,,
wads,2015,Springer,,
wcre,2000,IEEE Computer Society,,
wcre,2001,IEEE Computer Society,,
wcre,2002,IEEE Computer Society,,
wcre,2003,IEEE Computer Society,,
wcre,2004,IEEE Computer Society,,
wcre,2005,IEEE Computer Society,,
wcre,2006,IEEE Computer Society,,
wcre,2007,IEEE Computer Society,,
wcre,2008,IEEE Computer Society,,
wcre,2009,IEEE Computer Society,,
wcre,2010,IEEE Computer Society,,
wcre,2011,IEEE Computer Society,,
wcre,2012,IEEE Computer Society,,
wcre,2013,IEEE Computer Society,,
wcre,2015,IEEE Computer Society,,
wcre,2015,IEEE Computer Society,,
wcre,2015,IEEE Computer Society,,
wcre,2016,IEEE Computer Society,,
wcre,2016,IEEE Computer Society,,
wdag,2000,Springer,,
wdag,2001,Springer,,
wdag,2002,Springer,,
wdag,2003,Springer,,
wdag,2004,Springer,,
wdag,2005,Springer,,
wdag,2006,Springer,,
wdag,2007,Springer,,
wdag,2008,Springer,,
wdag,2009,Springer,,
wdag,2010,Springer,,
wdag,2011,Springer,,
wdag,2012,Springer,,
wdag,2013,Springer,,
wdag,2014,Springer,,
wdag,2015,Springer,,
wdag,2016,Springer,,
widm,2001,ACM,,
widm,2002,ACM,,
widm,2003,ACM,,
widm,2004,ACM,,
widm,2005,ACM,,
widm,2006,ACM,,
widm,2007,ACM,,
widm,2008,ACM,,
widm,2009,ACM,,
widm,2012,ACM,,
www,2001,ACM,,
www,2001,\N,,
www,2002,ACM,,
www,2003,ACM,,
www,2003,\N,,
www,2003,\N,,
www,2004,ACM,,
www,2004,ACM,,
www,2004,CEUR-WS.org,,
www,2005,ACM,,
www,2005,ACM,,
www,2006,ACM,,
www,2007,ACM,,
www,2007,CEUR-WS.org,,
www,2008,ACM,,
www,2008,ACM,,
www,2008,ACM,,
www,2008,CEUR-WS.org,,
www,2008,CEUR-WS.org,,
www,2009,Springer,,
www,2009,ACM,,
www,2009,CEUR-WS.org,,
www,2009,ACM,,
www,2010,ACM,,
www,2010,CEUR-WS.org,,
www,2010,CEUR-WS.org,,
www,2010,ACM,,
www,2011,ACM,,
www,2011,ACM,,
www,2011,CEUR-WS.org,,
www,2012,ACM,,
www,2012,ACM,,
www,2012,CEUR-WS.org,,
www,2012,CEUR-WS.org,,
www,2012,CEUR-WS.org,,
www,2012,ACM,,
www,2012,ACM,,
www,2013,International World Wide Web Conferences Steering Committee / ACM,,
www,2013,International World Wide Web Conferences Steering Committee / ACM,,
www,2013,CEUR-WS.org,,
www,2014,ACM,,
www,2014,ACM,,
www,2014,CEUR-WS.org,,
www,2014,CEUR-WS.org,,
www,2015,ACM,,
www,2015,ACM,,
www,2015,CEUR-WS.org,,
www,2016,ACM,,
www,2016,ACM,,
www,2016,CEUR-WS.org,,
